typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"S","A","20100101","2010","52","2010","4","AFG","Afghanistan","M","Import","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1083164710.516",,"1083164710.516","0","true","false",
"S","A","20120101","2012","52","2012","4","AFG","Afghanistan","M","Import","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1779846559.494",,"1779846559.494","0","true","false",
"S","A","20090101","2009","52","2009","4","AFG","Afghanistan","M","Import","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","851205292.695",,"851205292.695","0","true","false",
"S","A","20110101","2011","52","2011","4","AFG","Afghanistan","M","Import","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1557205638.428",,"1557205638.428","0","true","false",
"S","A","20130101","2013","52","2013","4","AFG","Afghanistan","M","Import","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1528557315.687",,"1528557315.687","0","true","false",
"S","A","20140101","2014","52","2014","4","AFG","Afghanistan","M","Import","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1498617913.449",,"1498617913.449","0","true","false",
"S","A","20080101","2008","52","2008","4","AFG","Afghanistan","M","Import","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","752600000",,"752600000","0","true","false",
"S","A","20100101","2010","52","2010","4","AFG","Afghanistan","X","Export","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2130237964.184",,"2130237964.184","0","true","false",
"S","A","20120101","2012","52","2012","4","AFG","Afghanistan","X","Export","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1853330146.057",,"1853330146.057","0","true","false",
"S","A","20090101","2009","52","2009","4","AFG","Afghanistan","X","Export","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","1701821054.586",,"1701821054.586","0","true","false",
"S","A","20110101","2011","52","2011","4","AFG","Afghanistan","X","Export","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","2597475713.412",,"2597475713.412","0","true","false",
"S","A","20130101","2013","52","2013","4","AFG","Afghanistan","X","Export","0","W00","World","0","W00","World","EB10","EB","true","200","Total EBOPS 2010 Services","3","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false","877409157.859",,"877409157.859","0","true","false",
